Gcar,Gtm,Date,Team,Home,Opp,Result,Series,Inngs,Dec,DR,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA,FIP,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,IR,IS,SB,CS,PO,AB,2B,3B,GIDP,SF,ROE,BAbip,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Id,GmSc,DFS(DK),DFS(FD)
9,12,2018-10-26,BOS,@,LAD,"L, 2-3 (18)",WS G3,7-8,,2,1.0,1,0,0,0,0,0,1,0,0,0,4,1.04,3.62,18,15,4,2,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,.333,0.88,0.0,36.56,0.9%,0.47,7b --- 0 out d1,7b 3 out d1,brasiry01,,,
10,1,2021-10-05,BOS,,NYY,"W, 6-2",ALWC G1,6-6,H(1),2,0.2,1,0,0,0,0,0,0,0,0,0,2,0.00,3.17,8,5,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,.500,1.54,0.1,31.98,0.9%,0.57,6t 1-- 1 out a2,6t 3 out a2,brasiry01,,,
11,3,2021-10-08,BOS,@,TBR,"W, 14-6",ALDS G2,7-8,H(2),2,1.0,0,0,0,0,0,0,3,0,0,0,3,0.00,-0.43,13,9,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0.70,0.1,11.25,0.5%,0.49,7b --- 0 out a3,7b 3 out a3,brasiry01,,,
12,4,2021-10-10,BOS,,TBR,"W, 6-4 (13)",ALDS G3,6-7,H(3),1,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,0.17,11,11,0,3,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,.000,1.14,0.1,23.85,1.1%,0.69,6t 1-- 2 out a2,7t --- 2 out a2,brasiry01,,,
13,5,2021-10-11,BOS,,TBR,"W, 6-5",ALDS G4,8-8,BS(1),0,0.0,3,2,2,0,0,0,0,0,0,0,3,6.75,0.17,8,5,0,1,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1.000,2.22,-0.5,49.35,-6.2%,-2.63,8t --- 0 out a2,8t -2- 0 out tie,brasiry01,,,
14,6,2021-10-15,BOS,@,HOU,"L, 4-5",ALCS G1,5-6,H(4),3,0.1,1,0,0,0,0,0,0,0,0,0,2,6.00,0.50,7,5,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,.500,1.70,0.0,44.39,0.5%,0.24,5b 1-- 2 out a2,5b 3 out a2,brasiry01,,,
15,7,2021-10-16,BOS,@,HOU,"W, 9-5",ALCS G2,9-GF(10),,0,0.1,0,0,0,0,0,0,0,0,0,0,1,5.40,0.77,4,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,0.07,0.0,1.85,0.0%,0.11,9b --- 2 out a4,9b 3 out a4,brasiry01,,,
16,10,2021-10-20,BOS,,HOU,"L, 1-9",ALCS G5,6-6,,3,0.2,3,2,2,0,0,0,1,0,0,0,5,9.00,0.67,13,9,1,3,2,2,1,0,0,1,1,0,0,0,5,1,0,0,0,0,.750,0.61,-0.1,25.48,-2.7%,-2.27,6t -2- 1 out d3,6t 3 out d6,brasiry01,,,
17,2,2023-10-09,LAD,,ARI,"L, 2-4",NLDS G2,4-6,,9,2.1,1,1,1,1,0,0,3,0,0,0,7,3.86,6.26,27,19,6,6,1,3,2,0,0,1,0,0,1,0,7,0,0,0,0,0,.000,0.49,0.0,7.46,0.0%,0.30,4t 1-- 2 out d3,6t 3 out d3,brasiry01,,,
18,1,2024-10-05,LAD,,SDP,"W, 7-5",NLDS G1,4-5,W(1-0),7,1.2,1,0,0,0,0,0,1,0,0,0,6,0.00,1.97,20,15,6,2,1,4,1,1,0,0,0,0,0,0,6,1,0,0,0,0,.200,0.91,0.1,14.18,0.9%,0.88,4t --- 0 out d2,5t --- 2 out a1,brasiry01,,,
19,2,2024-10-06,LAD,,SDP,"L, 2-10",NLDS G2,8-8,,0,0.2,2,2,2,1,0,0,0,0,0,0,4,7.71,7.88,10,8,1,2,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.333,0.19,0.0,3.00,-0.5%,-1.61,8t --- 0 out d3,8t --- 2 out d5,brasiry01,,,
20,4,2024-10-09,LAD,@,SDP,"W, 8-0",NLDS G4,GS-2,,2,1.1,0,0,0,0,0,0,1,0,0,0,4,4.91,5.62,19,13,3,3,2,1,0,1,0,,,0,0,0,4,0,0,0,0,0,.000,0.72,0.1,15.87,1.0%,0.74,1b --- 0 out a1,2b --- 1 out a3,brasiry01,55,,
21,7,2024-10-14,LAD,,NYM,"L, 3-7",NLCS G2,GS-1,L(1-1),4,1.0,1,1,1,1,1,0,0,0,0,0,4,5.79,8.52,18,11,3,0,1,2,1,0,0,,,0,0,0,3,0,0,1,0,0,.000,0.82,-0.1,21.61,-1.0%,-0.51,1t --- 0 out tie,1t 3 out d1,brasiry01,46,,
22,8,2024-10-16,LAD,@,NYM,"W, 8-0",NLCS G3,6-7,,1,1.0,1,0,0,0,1,0,1,0,0,0,4,4.76,7.75,20,11,5,1,1,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,.500,0.98,0.0,30.56,0.7%,0.49,6b --- 0 out a4,6b 3 out a4,brasiry01,,,
23,11,2024-10-20,LAD,,NYM,"W, 10-5",NLCS G6,4-5,,3,1.1,2,1,1,1,0,0,1,0,0,0,6,5.14,8.45,17,12,2,2,1,4,2,0,0,1,1,0,0,0,6,0,0,0,0,0,.250,0.85,0.0,32.97,-0.6%,-1.28,4t 1-- 2 out a5,5t 3 out a3,brasiry01,,,
24,14,2024-10-28,LAD,@,NYY,"W, 4-2",WS G3,8-9,,7,1.0,0,0,0,0,1,0,2,0,0,0,4,4.50,7.67,22,13,4,5,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.50,0.0,20.84,0.7%,0.49,8b --- 0 out a4,8b 3 out a4,brasiry01,,,
25,16,2024-10-30,LAD,@,NYY,"W, 7-6",WS G5,3-4,,1,1.0,1,1,1,1,0,0,1,0,0,0,4,5.00,8.39,12,8,1,1,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.000,0.18,0.0,6.46,-0.6%,-0.51,3b --- 0 out d4,3b 3 out d5,brasiry01,,,
,,,,,,17-8,,,"W-L:1-1,BSv:1,Hld:9",,24.0,24,11,11,5,8,0,22,1,0,1,101,4.13,5.17,382,258,54,49,26,44,19,4,0,9,4,1,1,0,91,5,0,3,1,1,.292,1.06,0.1,16.97,0.2%,-2.38,,,brasiry01,51,,
1,4,2013-10-07,STL,@,PIT,"W, 2-1",NLDS G4,GS-8,W(1-0),12,7.1,1,1,1,1,2,0,9,0,0,0,25,1.23,3.18,96,60,17,14,5,9,0,3,0,,,0,0,0,23,0,0,0,0,0,.000,0.99,0.3,22.28,3.1%,1.91,1b --- 0 out tie,8b 1-- 1 out a1,wachami01,79,,
2,7,2013-10-12,STL,,LAD,"W, 1-0",NLCS G2,GS-7,W(2-0),4,6.2,5,0,0,0,1,1,8,0,0,0,26,0.64,2.19,112,73,21,14,9,8,1,2,0,,,1,0,0,25,1,0,0,0,0,.294,1.40,0.4,37.06,5.8%,2.92,1t --- 0 out tie,7t 1-- 2 out a1,wachami01,71,,
3,11,2013-10-18,STL,,LAD,"W, 9-0",NLCS G6,GS-7,W(3-0),5,7.0,2,0,0,0,1,0,5,0,0,0,23,0.43,2.14,95,63,14,8,8,9,3,3,0,,,0,0,0,22,1,0,1,0,0,.118,0.50,0.2,19.02,4.5%,3.13,1t --- 0 out tie,7t 3 out a9,wachami01,77,,
4,13,2013-10-24,STL,@,BOS,"W, 4-2",WS G2,GS-7,W(4-0),5,6.0,3,2,2,1,4,0,6,0,0,0,24,1.00,2.83,114,65,18,11,4,10,1,3,0,,,0,0,0,20,1,0,1,0,0,.154,1.18,0.0,62.58,-0.1%,0.99,1b --- 0 out tie,6b 3 out d1,wachami01,60,,
5,17,2013-10-30,STL,@,BOS,"L, 1-6",WS G6,GS-4,L(4-1),5,3.2,5,6,6,1,4,2,5,1,0,0,21,2.64,3.44,76,44,12,6,3,8,3,2,0,,,0,0,0,16,2,0,0,0,0,.400,1.16,-0.2,89.03,-9.2%,-2.50,1b --- 0 out tie,4b 1-3 2 out d4,wachami01,28,,
6,9,2014-10-16,STL,@,SFG,"L, 3-6",NLCS G5,9-GF,L(0-1),19,0.1,2,3,3,1,1,0,0,0,0,0,4,81.00,51.13,12,5,1,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,.500,3.15,-0.4,75.67,-5.1%,-2.80,9b --- 0 out tie,9b --- 1 out d3,wachami01,,,
7,3,2015-10-12,STL,@,CHC,"L, 6-8",NLDS G3,GS-5,L(0-1),11,4.1,6,4,4,3,3,1,5,0,0,0,21,8.31,11.90,90,48,16,10,2,11,3,1,0,,,0,0,0,18,0,1,0,0,0,.300,0.97,-0.3,20.39,-3.9%,-1.96,1b --- 0 out tie,5b --- 1 out d2,wachami01,37,,
8,2,2021-10-08,TBR,,BOS,"L, 6-14",ALDS G2,7-9,,4,2.2,9,6,6,1,0,0,4,0,0,1,16,20.25,5.05,59,44,8,7,6,6,5,0,0,0,0,0,0,0,16,2,0,1,0,0,.727,0.30,-0.1,4.72,-1.1%,-4.76,7t --- 0 out d2,9t 1-- 2 out d8,wachami01,,,
9,3,2024-10-05,KCR,@,NYY,"L, 5-6",ALDS G1,GS-5,,8,4.0,4,3,3,1,3,0,3,0,0,0,19,6.75,7.17,70,44,9,11,2,11,3,3,0,,,0,0,0,16,2,0,0,0,0,.250,1.25,-0.1,19.57,-0.8%,-0.43,1b --- 0 out tie,5b 1-- 0 out a1,wachami01,42,,
10,6,2024-10-10,KCR,,NYY,"L, 1-3",ALDS G4,GS-5,L(0-1),4,4.2,6,2,2,0,1,0,2,0,0,0,19,5.19,4.90,64,42,13,4,8,8,6,2,0,,,0,0,0,18,2,0,2,0,0,.375,0.96,0.0,18.71,-0.4%,-0.05,1t --- 0 out tie,5t 1-3 2 out d2,wachami01,45,,
,,,,,,4-6,,,W-L:4-4,,46.2,43,27,27,9,20,4,47,1,0,1,198,5.21,4.93,788,488,129,85,47,83,27,19,0,0,0,1,0,0,177,11,1,5,0,0,.281,1.03,-0.3,62.58,-7.2%,-3.54,,,wachami01,55,,
1,1,2020-09-30,SDP,,STL,"L, 4-7",NLWC G1,3-3,,2,0.2,1,0,0,0,0,0,1,0,0,0,3,0.00,0.19,14,11,0,4,1,1,1,0,0,2,1,0,0,0,3,0,0,0,0,0,.500,0.90,0.0,9.30,0.0%,0.20,3t 1-3 1 out d3,3t 3 out d4,strahma01,,,
2,2,2020-10-01,SDP,,STL,"W, 11-9",NLWC G2,6-6,,0,0.2,1,1,1,0,1,0,1,0,0,0,4,6.75,2.44,24,17,3,2,1,1,1,0,0,1,1,0,0,0,3,1,0,0,0,0,.500,0.89,-0.1,9.92,-0.8%,-1.47,6t 1-- 0 out d2,6t --3 2 out d4,strahma01,,,
3,4,2020-10-06,SDP,@,LAD,"L, 1-5",NLDS G1,6-6,,4,0.1,3,2,2,0,1,1,0,0,0,0,5,16.20,4.39,13,7,0,1,2,2,1,0,0,2,2,0,0,0,3,1,0,0,1,0,.750,1.34,-0.2,20.94,-1.9%,-2.36,6b -23 1 out tie,6b 123 2 out d3,strahma01,,,
4,6,2020-10-08,SDP,,LAD,"L, 3-12",NLDS G3,6-6,,1,0.2,2,0,0,0,0,0,0,0,0,0,4,11.57,4.05,11,9,3,1,2,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,.500,0.18,0.0,1.87,0.0%,-0.09,6t --- 0 out d6,6t -23 2 out d6,strahma01,,,
5,3,2023-10-07,PHI,@,ATL,"W, 3-0",NLDS G1,8-9,H(1),5,1.0,1,0,0,0,0,0,0,0,0,0,3,0.00,3.26,11,6,1,0,1,2,1,0,0,1,0,0,0,0,3,0,0,1,0,0,.333,2.68,0.1,41.93,1.1%,0.93,8b 1-- 0 out a3,8b 3 out a3,strahma01,,,
6,5,2023-10-11,PHI,,ATL,"W, 10-2",NLDS G3,6-6,,3,0.1,1,0,0,0,1,0,0,0,0,0,3,0.00,5.51,11,7,1,0,1,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,.500,0.44,0.0,9.14,-0.1%,-0.76,6t 1-- 2 out a6,6t 3 out a5,strahma01,,,
7,6,2023-10-12,PHI,,ATL,"W, 3-1",NLDS G4,9-GF,S(1),0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,3.68,8,7,2,2,0,2,0,1,0,2,0,0,0,0,3,0,0,0,0,0,.000,3.86,0.3,85.56,3.8%,1.87,9t 1-3 0 out a2,9t 3 out a2,strahma01,,,
8,8,2023-10-17,PHI,,ARI,"W, 10-0",NLCS G2,8-8,,4,1.0,0,0,0,0,1,0,1,0,0,0,4,0.00,3.86,25,14,2,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.01,0.0,0.26,0.0%,0.53,8t --- 0 out a10,8t 3 out a10,strahma01,,,
9,10,2023-10-20,PHI,@,ARI,"L, 5-6",NLCS G4,5-6,,2,1.0,0,0,0,0,0,0,0,0,0,0,3,0.00,3.72,19,12,3,1,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.88,0.1,26.94,1.2%,0.53,5b --- 0 out tie,5b 3 out tie,strahma01,,,
10,11,2023-10-21,PHI,@,ARI,"W, 6-1",NLCS G5,9-GF(10),,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0.00,3.26,6,4,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,0.18,0.0,7.47,0.1%,0.52,9b 1-3 2 out a5,9b 3 out a5,strahma01,,,
11,13,2023-10-24,PHI,,ARI,"L, 2-4",NLCS G7,9-GF,,2,0.2,1,0,0,0,0,0,2,0,0,0,3,0.00,2.51,13,10,2,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1.000,0.33,0.0,27.22,0.6%,0.28,9t --- 1 out d2,9t 3 out d2,strahma01,,,
12,1,2024-10-05,PHI,,NYM,"L, 2-6",NLDS G1,8-8,,5,0.1,2,2,2,0,0,0,0,0,0,0,3,54.00,3.17,17,17,2,2,2,1,0,0,0,2,2,0,0,0,2,0,0,0,1,0,.667,1.34,-0.1,21.00,-1.2%,-0.92,8t -23 0 out tie,8t 12- 1 out d2,strahma01,,,
13,2,2024-10-06,PHI,,NYM,"W, 7-6",NLDS G2,9-9,BS(1),0,0.2,2,2,2,1,0,0,1,0,0,0,4,36.00,14.17,18,14,2,3,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.500,1.61,-0.3,24.68,-2.7%,-1.59,9t --- 0 out a2,9t --- 2 out tie,strahma01,,,
14,4,2024-10-09,PHI,@,NYM,"L, 1-4",NLDS G4,8-GF,,2,1.0,0,0,0,0,0,0,0,0,0,0,3,18.00,8.67,10,6,0,1,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.08,0.0,1.70,0.1%,0.49,8b --- 0 out d3,8b 3 out d3,strahma01,,,
15,1,2025-10-04,PHI,,LAD,"L, 3-5",NLDS G1,7-7,BS(1),8,1.0,1,1,1,1,0,0,1,0,0,0,4,9.00,14.14,15,9,2,0,0,3,0,2,0,2,2,0,0,0,4,0,0,0,0,0,.000,2.67,-0.3,41.84,-2.9%,-1.46,7t 12- 0 out a1,7t 3 out d2,strahma01,,1.65,3.00
16,2,2025-10-06,PHI,,LAD,"L, 3-4",NLDS G2,7-7,,1,0.1,1,0,0,0,0,0,0,0,0,0,2,6.75,11.39,4,3,0,0,1,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,.500,0.60,0.0,9.11,-0.4%,-0.54,7t 12- 2 out d3,7t 3 out d4,strahma01,,0.15,1.00
17,4,2025-10-09,PHI,@,LAD,"L, 1-2 (11)",NLDS G4,9-10,,2,1.0,0,0,0,0,0,0,1,0,0,0,3,3.86,6.99,12,10,1,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,1.82,0.1,40.44,1.7%,0.51,9b --- 0 out tie,9b 3 out tie,strahma01,,4.25,6.00
,,,,,,7-10,,,"W-L:0-0,Sv:1,BSv:2,Hld:1",,12.0,16,8,8,2,4,1,10,0,0,0,55,6.00,4.70,231,163,25,25,14,27,11,4,0,17,10,0,0,0,49,2,0,1,2,0,.359,1.21,-0.5,26.94,-1.4%,-3.36,,,strahma01,,6.05,10.00
1,1,2017-10-04,ARI,,COL,"W, 11-8",NLWC G1,7-8,H(1),3,1.1,3,2,2,2,0,0,0,0,0,0,7,13.50,22.66,25,19,7,2,4,3,1,0,0,0,0,0,0,0,7,1,0,0,0,0,.200,1.27,0.0,26.46,-0.5%,-1.32,7t --- 2 out a1,8t 3 out a1,bradlar01,,,
2,3,2017-10-07,ARI,@,LAD,"L, 5-8",NLDS G2,7-GF,,2,2.0,2,1,0,0,1,0,4,0,0,0,10,5.40,9.46,40,26,14,0,3,2,1,1,0,0,0,0,0,0,9,0,0,0,0,1,.400,0.49,0.0,7.82,-0.3%,-0.01,7b --- 0 out d2,8b 3 out d3,bradlar01,,,
3,4,2017-10-09,ARI,,LAD,"L, 1-3",NLDS G3,7-9,,1,2.2,1,0,0,0,2,0,1,0,0,0,11,3.00,7.32,48,26,10,2,5,3,2,0,0,0,0,0,0,0,9,0,0,0,0,0,.125,0.49,0.1,5.10,0.6%,1.42,7t --- 0 out d2,9t 1-- 2 out d2,bradlar01,,,
4,1,2020-09-30,CIN,@,ATL,"L, 0-1 (13)",NLWC G1,13-13,L(0-1),9,0.1,2,1,1,0,0,0,0,0,0,0,3,27.00,3.19,12,4,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.667,2.85,-0.2,29.55,-1.0%,-0.68,13b --- 0 out tie,13b 1-3 1 out tie,bradlar01,,,
,,,,,,1-3,,,"W-L:0-1,Hld:1",,6.1,8,4,3,2,3,0,5,0,0,0,31,4.26,7.11,125,75,32,4,15,8,4,1,0,0,0,0,0,0,28,1,0,0,0,1,.286,0.89,-0.2,26.46,-1.2%,-0.59,,,bradlar01,,,
1,2,2021-10-08,LAD,@,SFG,"L, 0-4",NLDS G1,8-8,,6,0.2,1,1,1,1,0,0,2,0,0,0,3,13.50,16.67,10,8,0,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0.10,0.0,1.56,-0.1%,-0.60,8b --- 0 out d3,8b --- 2 out d4,vesiaal01,,,
2,5,2021-10-12,LAD,,SFG,"W, 7-2",NLDS G4,7-7,,3,0.2,1,0,0,0,0,0,0,0,0,0,3,6.75,9.92,13,9,0,3,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,.333,0.39,0.0,7.59,0.2%,0.29,7t --- 0 out a4,7t 1-- 2 out a4,vesiaal01,,,
3,7,2021-10-16,LAD,@,ATL,"L, 2-3",NLCS G1,6-7,,3,1.0,1,0,0,0,0,0,2,0,0,0,4,3.86,5.31,15,10,4,2,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.500,1.07,0.1,27.88,1.1%,0.53,6b --- 0 out tie,6b 3 out tie,vesiaal01,,,
4,8,2021-10-17,LAD,@,ATL,"L, 4-5",NLCS G2,5-6,,0,0.2,1,0,0,0,0,0,2,0,0,0,3,3.00,3.50,17,12,1,4,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1.000,2.08,0.1,54.88,1.0%,0.55,5b 1-- 1 out tie,5b 3 out tie,vesiaal01,,,
5,9,2021-10-19,LAD,,ATL,"W, 6-5",NLCS G3,4-4,,1,0.1,0,0,0,0,0,0,0,0,0,0,1,2.70,3.47,1,1,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,.000,2.22,0.1,46.25,0.8%,0.79,4t 123 2 out d2,4t 3 out d2,vesiaal01,,,
6,11,2021-10-21,LAD,,ATL,"W, 11-2",NLCS G5,3-3,H(1),1,1.0,1,0,0,0,0,0,1,0,0,0,3,2.08,2.94,15,9,4,2,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,.500,1.02,0.1,18.52,0.6%,0.53,3t --- 0 out a1,3t 3 out a1,vesiaal01,,,
7,12,2021-10-23,LAD,@,ATL,"L, 2-4",NLCS G6,6-6,,1,0.0,0,0,0,0,3,0,0,0,0,0,3,2.08,2.94,19,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.35,0.0,13.50,-0.5%,-0.68,6b --- 2 out d3,6b 123 2 out d3,vesiaal01,,,
8,1,2022-10-11,LAD,,SDP,"W, 5-3",NLDS G1,7-8,H(1),7,1.2,1,0,0,0,0,0,3,0,0,0,6,0.00,-0.49,19,15,5,3,1,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,.333,1.06,0.1,16.59,1.2%,0.90,7t --- 0 out a2,8t --- 2 out a2,vesiaal01,,,
9,3,2022-10-14,LAD,@,SDP,"L, 1-2",NLDS G3,6-6,,2,0.2,0,0,0,0,2,0,0,0,0,0,4,0.00,3.11,18,8,5,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,.000,1.04,0.0,21.66,0.0%,-0.01,6b --- 0 out d1,6b 1-3 2 out d1,vesiaal01,,,
10,4,2022-10-15,LAD,@,SDP,"L, 3-5",NLDS G4,7-8,,0,0.1,1,0,0,0,1,0,1,0,0,0,3,0.00,3.49,19,10,1,2,0,1,1,0,0,2,2,1,0,0,2,0,0,0,0,0,1.000,1.97,-0.3,43.81,-3.6%,-1.53,7b 1-3 2 out tie,7b 3 out d2,vesiaal01,,,
11,1,2023-10-07,LAD,,ARI,"L, 2-11",NLDS G1,8-8,,9,1.0,1,1,1,1,0,0,1,0,0,0,4,9.00,14.26,14,10,2,1,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.000,0.00,0.0,0.00,0.0%,-0.47,8t --- 0 out d10,8t 3 out d11,vesiaal01,,,
12,3,2023-10-11,LAD,@,ARI,"L, 2-4",NLDS G3,6-7,,3,1.0,0,0,0,0,0,0,1,0,0,0,3,4.50,7.76,18,11,4,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.14,0.0,1.49,0.1%,0.53,6b --- 0 out d4,6b 3 out d4,vesiaal01,,,
13,1,2024-10-05,LAD,,SDP,"W, 7-5",NLDS G1,5-6,H(1),5,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,1.17,13,9,1,4,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.88,0.1,13.74,0.6%,0.49,5t --- 2 out a1,6t --- 2 out a2,vesiaal01,,,
14,4,2024-10-09,LAD,@,SDP,"W, 8-0",NLDS G4,4-5,,3,1.2,1,0,0,0,1,0,2,0,0,0,7,0.00,2.04,30,17,6,5,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,.250,0.79,0.0,17.57,0.5%,0.57,4b --- 0 out a5,5b 12- 2 out a5,vesiaal01,,,
15,5,2024-10-11,LAD,,SDP,"W, 2-0",NLDS G5,7-7,H(2),1,0.1,0,0,0,0,0,0,1,0,0,0,1,0.00,1.50,6,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0.80,0.0,33.33,0.5%,0.10,7t --- 2 out a1,7t 3 out a1,vesiaal01,,,
16,12,2024-10-25,LAD,,NYY,"W, 6-3 (10)",WS G1,8-8,,13,1.0,0,0,0,0,0,0,2,0,0,0,3,0.00,0.92,16,9,2,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.67,0.1,35.16,1.7%,0.49,8t --- 0 out d1,8t 3 out d1,vesiaal01,,,
17,13,2024-10-26,LAD,,NYY,"W, 4-2",WS G2,9-GF,S(1),0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,1.09,1,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,.000,5.69,0.1,300.76,4.3%,0.76,9t 123 2 out a2,9t 3 out a2,vesiaal01,,,
18,14,2024-10-28,LAD,@,NYY,"W, 4-2",WS G3,6-7,H(3),1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,1.24,4,2,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,.000,1.26,0.0,52.50,0.9%,0.43,6b 12- 2 out a4,6b 3 out a4,vesiaal01,,,
19,16,2024-10-30,LAD,@,NYY,"W, 7-6",WS G5,5-6,,1,1.0,1,0,0,0,1,0,0,1,0,0,6,0.00,2.64,23,12,5,2,1,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,.250,1.62,0.1,58.97,1.3%,0.49,5b --- 0 out tie,5b 3 out tie,vesiaal01,,,
20,1,2025-09-30,LAD,,CIN,"W, 10-5",NLWC G1,8-8,,2,0.1,1,2,2,0,1,0,0,0,0,0,3,54.00,12.14,22,13,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,0.05,0.0,0.48,0.0%,-0.41,8t --- 0 out a8,8t 12- 1 out a8,vesiaal01,,-4.45,-5.00
21,2,2025-10-01,LAD,,CIN,"W, 8-4",NLWC G2,8-8,H(1),0,0.2,0,0,0,0,1,0,2,0,0,0,3,18.00,5.14,18,11,5,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,,1.30,0.1,12.67,0.3%,0.92,8t 12- 1 out a4,8t 3 out a4,vesiaal01,,4.90,8.00
22,3,2025-10-04,LAD,@,PHI,"W, 5-3",NLDS G1,8-9,H(2),2,0.1,0,0,0,0,0,0,0,0,0,0,1,13.50,4.64,3,2,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,.000,6.05,0.2,94.80,1.6%,0.80,8b 123 2 out a2,8b 3 out a2,vesiaal01,,0.75,1.00
23,4,2025-10-06,LAD,@,PHI,"W, 4-3",NLDS G2,9-9,H(3),1,0.2,1,0,0,0,0,0,0,0,0,0,3,9.00,4.14,9,5,0,2,2,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,.333,5.42,0.2,82.86,2.4%,0.65,9b -2- 0 out a1,9b 1-3 2 out a1,vesiaal01,,0.90,2.00
24,6,2025-10-09,LAD,,PHI,"W, 2-1 (11)",NLDS G4,11-GF(11),W(1-0),2,1.0,0,0,0,0,1,0,1,0,0,1,4,6.00,4.14,21,13,1,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,2.63,0.1,58.53,1.7%,0.51,11t --- 0 out tie,11t 3 out tie,vesiaal01,,7.65,12.00
25,9,2025-10-16,LAD,,MIL,"W, 3-1",NLCS G3,6-7,W(2-0),6,0.2,1,0,0,0,0,0,1,0,0,0,3,4.91,3.41,10,9,3,1,0,2,1,0,0,1,0,0,0,0,3,1,0,0,0,0,.500,1.56,0.0,32.43,0.1%,0.05,6t 1-- 2 out tie,7t -2- 1 out a2,vesiaal01,,6.90,11.00
26,10,2025-10-17,LAD,,MIL,"W, 5-1",NLCS G4,7-7,H(4),0,1.0,0,0,0,0,0,0,0,0,0,0,2,3.86,3.35,7,5,1,1,1,1,0,1,0,2,0,0,0,0,2,0,0,1,0,0,.000,1.67,0.1,18.47,0.7%,1.50,7t 12- 0 out a4,7t 3 out a4,vesiaal01,,2.25,3.00
,,,,,,18-8,,,"W-L:2-0,Sv:1,Hld:9",,19.1,13,4,4,2,11,0,23,1,0,1,81,1.86,3.52,361,223,52,51,15,31,13,4,0,20,2,1,1,0,69,1,0,1,0,0,.250,1.35,1.2,1.49,17.2%,8.17,,,vesiaal01,,18.90,32.00
